id,age,gender,education,marital_status,skills,experience_years,location,target_job,barriers,employment_status,current_salary,location_normalized,region,salary_anomaly,salary_zero_retired,quality_score,quality_grade
worker_0647,63,other,college,widowed,lắp ráp|sản xuất|vận hành máy|salary_range,30,Đà Nẵng,Công nhân sản xuất,techGap|health|family,self-employed,12752553,Đà Nẵng,central,False,False,100,A
worker_0648,65,male,upper_secondary,widowed,bằng lái|lái xe|vận chuyển|salary_range,30,Đà Nẵng,Lái xe,location|techGap|other,unemployed,0,Đà Nẵng,central,False,False,100,A
worker_0649,58,male,primary,married,an ninh|bảo vệ|tuần tra|salary_range,30,Hải Dương,Bảo vệ,techGap,employed,10360747,Hải Dương,north,False,False,100,A
worker_0650,40,other,upper_secondary,married,dọn dẹp|giặt là|nấu ăn|salary_range,20,Bình Dương,Giúp việc / Dịch vụ,techGap|other|family,employed,8848028,Bình Dương,south_east,False,False,100,A
worker_0651,57,male,college,married,an ninh|bảo vệ|tuần tra|salary_range,30,Thanh Hóa,Bảo vệ,family,employed,11476418,Thanh Hóa,north,False,False,100,A
worker_0652,46,male,upper_secondary,widowed,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,17,Hải Dương,Nhân viên bán hàng,health|location|techGap,retired,11219245,Hải Dương,north,False,False,100,A
worker_0653,49,other,upper_secondary,divorced,hành chính|kế toán|văn phòng|salary_range,21,Đà Nẵng,Kế toán / Hành chính,,retired,12612344,Đà Nẵng,central,False,False,100,A
worker_0654,59,other,primary,divorced,chăn nuôi|nông nghiệp|trồng trọt|salary_range,30,Hà Nội,Nông dân / Nông nghiệp,health|techGap,self-employed,7100746,Hà Nội,north,False,False,100,A
worker_0655,46,other,college,single,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,19,Cần Thơ,Nhân viên kho vận,family,retired,3478746,Cần Thơ,mekong,False,False,100,A
worker_0656,57,other,primary,married,an ninh|bảo vệ|tuần tra|salary_range,30,Vinhy,Bảo vệ,techGap|family,unemployed,0,Vinh,north,False,False,100,A
worker_0657,57,other,primary,widowed,sửa chữa|tay nghề|thợ|salary_range,29,Cần Thơ,Thợ lành nghề,techGap,retired,8925725,Cần Thơ,mekong,False,False,100,A
worker_0658,35,male,primary,married,sửa chữa|tay nghề|thợ|salary_range,14,Vinhy,Thợ lành nghề,health|other,self-employed,12298529,Vinh,north,False,False,100,A
worker_0659,36,male,college,single,chăn nuôi|nông nghiệp|trồng trọt|salary_range,7,Bình Dương,Nông dân / Nông nghiệp,techGap|health,retired,12752228,Bình Dương,south_east,False,False,100,A
worker_0660,58,male,upper_secondary,divorced,lắp ráp|sản xuất|vận hành máy|salary_range,30,Vinhy,Công nhân sản xuất,,retired,3004545,Vinh,north,False,False,100,A
worker_0661,63,male,upper_secondary,single,lắp ráp|sản xuất|vận hành máy|salary_range,30,Hải Phòng,Công nhân sản xuất,location,unemployed,0,Hải Phòng,north,False,False,100,A
worker_0662,65,other,college,married,sửa chữa|tay nghề|thợ|salary_range,30,Vĩnh Phúc,Thợ lành nghề,family,unemployed,0,Vĩnh Phúc,north,False,False,100,A
worker_0663,41,other,university,married,dọn dẹp|giặt là|nấu ăn|salary_range,14,Hải Dương,Giúp việc / Dịch vụ,location|other,unemployed,0,Hải Dương,north,False,False,100,A
worker_0664,56,female,college,married,công trình|xây dựng|xây tô|salary_range,29,Hải Dương,Lao động xây dựng,location,self-employed,12301140,Hải Dương,north,False,False,100,A
worker_0665,46,female,upper_secondary,widowed,an ninh|bảo vệ|tuần tra|salary_range,18,Huế,Bảo vệ,family|health|location,unemployed,0,Huế,central,False,False,100,A
worker_0666,45,male,primary,married,bằng lái|lái xe|vận chuyển|salary_range,15,Thanh Hóa,Lái xe,other|techGap,employed,6014748,Thanh Hóa,north,False,False,100,A
worker_0667,53,female,upper_secondary,single,lắp ráp|sản xuất|vận hành máy|salary_range,23,Hải Dương,Công nhân sản xuất,,employed,10901409,Hải Dương,north,False,False,100,A
worker_0668,65,other,college,single,chào hỏi|order|phục vụ|salary_range,30,Thanh Hóa,Nhân viên phục vụ,health,unemployed,0,Thanh Hóa,north,False,False,100,A
worker_0669,49,other,primary,single,dọn dẹp|giặt là|nấu ăn|salary_range,22,Hà Nội,Giúp việc / Dịch vụ,techGap,retired,10030699,Hà Nội,north,False,False,100,A
worker_0670,50,other,primary,single,sửa chữa|tay nghề|thợ|salary_range,27,Đà Lạt,Thợ lành nghề,,retired,11487172,Đà Lạt,central_highlands,False,False,100,A
worker_0671,59,other,upper_secondary,divorced,lắp ráp|sản xuất|vận hành máy|salary_range,30,Hà Nội,Công nhân sản xuất,health|location,retired,11449616,Hà Nội,north,False,False,100,A
worker_0672,55,female,college,widowed,dọn dẹp|giặt là|nấu ăn|salary_range,30,Nha Trang,Giúp việc / Dịch vụ,,unemployed,0,Nha Trang,central,False,False,100,A
worker_0673,52,female,primary,married,chào hỏi|order|phục vụ|salary_range,24,Đà Nẵng,Nhân viên phục vụ,techGap|health,self-employed,6779241,Đà Nẵng,central,False,False,100,A
worker_0674,46,female,upper_secondary,widowed,lắp ráp|sản xuất|vận hành máy|salary_range,16,Qui Nhơn,Công nhân sản xuất,techGap|family|health,retired,14942920,Quy Nhơn,central,False,False,100,A
worker_0675,52,female,primary,divorced,chăn nuôi|nông nghiệp|trồng trọt|salary_range,27,Vĩnh Phúc,Nông dân / Nông nghiệp,,unemployed,0,Vĩnh Phúc,north,False,False,100,A
worker_0676,56,other,upper_secondary,divorced,chăn nuôi|nông nghiệp|trồng trọt|salary_range,30,Hải Dương,Nông dân / Nông nghiệp,other,retired,3461568,Hải Dương,north,False,False,100,A
worker_0677,52,other,primary,divorced,lắp ráp|sản xuất|vận hành máy|salary_range,27,Hải Dương,Công nhân sản xuất,family|techGap|health,employed,9075422,Hải Dương,north,False,False,100,A
worker_0678,50,other,primary,married,an ninh|bảo vệ|tuần tra|salary_range,27,Nam Định,Bảo vệ,,retired,14065454,Nam Định,north,False,False,100,A
worker_0679,57,male,upper_secondary,widowed,dọn dẹp|giặt là|nấu ăn|salary_range,28,Hà Nội,Giúp việc / Dịch vụ,location|techGap|health,retired,7094236,Hà Nội,north,False,False,100,A
worker_0680,62,male,upper_secondary,married,bằng lái|lái xe|vận chuyển|salary_range,30,Vĩnh Phúc,Lái xe,location,retired,9793383,Vĩnh Phúc,north,False,False,100,A
worker_0681,43,male,university,married,dọn dẹp|giặt là|nấu ăn|salary_range,13,Biên Hòa,Giúp việc / Dịch vụ,family|health|techGap,employed,11045416,Biên Hòa,south_east,False,False,100,A
worker_0682,39,male,primary,single,chào hỏi|order|phục vụ|salary_range,19,Buôn Ma Thuột,Nhân viên phục vụ,other|location,employed,3693119,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0683,58,other,upper_secondary,divorced,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,29,Qui Nhơn,Nhân viên kho vận,location,employed,5745601,Quy Nhơn,central,False,False,100,A
worker_0684,56,male,college,single,công trình|xây dựng|xây tô|salary_range,26,Hải Phòng,Lao động xây dựng,family|location,retired,9463546,Hải Phòng,north,False,False,100,A
worker_0685,46,male,upper_secondary,married,bằng lái|lái xe|vận chuyển|salary_range,20,Thái Nguyên,Lái xe,health|family,retired,4211397,Thái Nguyên,north,False,False,100,A
worker_0686,42,male,college,widowed,chào hỏi|order|phục vụ|salary_range,15,Huế,Nhân viên phục vụ,other,self-employed,5025080,Huế,central,False,False,100,A
worker_0687,36,female,college,widowed,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,15,TP. Hồ Chí Minh,Nhân viên kho vận,location|techGap,retired,10347036,Hồ Chí Minh,south_east,False,False,100,A
worker_0688,51,male,upper_secondary,married,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,28,Bắc Ninh,Nhân viên bán hàng,,retired,14619426,Bắc Ninh,north,False,False,100,A
worker_0689,61,female,primary,widowed,lắp ráp|sản xuất|vận hành máy|salary_range,30,Nam Định,Công nhân sản xuất,family|location,employed,3955897,Nam Định,north,False,False,100,A
worker_0690,47,female,upper_secondary,married,bằng lái|lái xe|vận chuyển|salary_range,20,Thanh Hóa,Lái xe,other|family|location,retired,5644174,Thanh Hóa,north,False,False,100,A
worker_0691,52,male,college,divorced,hành chính|kế toán|văn phòng|salary_range,22,Thái Nguyên,Kế toán / Hành chính,family|other|health,self-employed,11059143,Thái Nguyên,north,False,False,100,A
worker_0692,35,female,upper_secondary,divorced,barista|pha chế|đồ uống|salary_range,15,Buôn Ma Thuột,Pha chế,techGap|family|location,unemployed,0,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0693,46,male,university,single,công trình|xây dựng|xây tô|salary_range,20,Hải Dương,Lao động xây dựng,location|other|techGap,self-employed,13107371,Hải Dương,north,False,False,100,A
worker_0694,40,male,upper_secondary,widowed,an ninh|bảo vệ|tuần tra|salary_range,11,Biên Hòa,Bảo vệ,other|techGap|location,unemployed,0,Biên Hòa,south_east,False,False,100,A
worker_0695,46,male,college,widowed,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,24,Hải Dương,Nhân viên bán hàng,,self-employed,10905755,Hải Dương,north,False,False,100,A
worker_0696,37,male,upper_secondary,widowed,chào hỏi|order|phục vụ|salary_range,14,Buôn Ma Thuột,Nhân viên phục vụ,health,unemployed,0,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0697,36,male,upper_secondary,divorced,chào hỏi|order|phục vụ|salary_range,11,Bắc Ninh,Nhân viên phục vụ,,self-employed,11499702,Bắc Ninh,north,False,False,100,A
worker_0698,49,female,college,single,an ninh|bảo vệ|tuần tra|salary_range,24,Vĩnh Phúc,Bảo vệ,health|other,employed,5369736,Vĩnh Phúc,north,False,False,100,A
worker_0699,44,male,college,divorced,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,20,Thái Nguyên,Nhân viên kho vận,family,retired,7361423,Thái Nguyên,north,False,False,100,A
worker_0700,39,other,upper_secondary,widowed,chào hỏi|order|phục vụ|salary_range,11,Đà Lạt,Nhân viên phục vụ,,self-employed,13733986,Đà Lạt,central_highlands,False,False,100,A
worker_0701,42,female,college,single,barista|pha chế|đồ uống|salary_range,19,Qui Nhơn,Pha chế,location|health,self-employed,4643056,Quy Nhơn,central,False,False,100,A
worker_0702,47,female,upper_secondary,widowed,hành chính|kế toán|văn phòng|salary_range,26,Bắc Ninh,Kế toán / Hành chính,family,employed,12740225,Bắc Ninh,north,False,False,100,A
worker_0703,54,other,upper_secondary,single,barista|pha chế|đồ uống|salary_range,27,Bình Dương,Pha chế,techGap|other|family,self-employed,4436722,Bình Dương,south_east,False,False,100,A
worker_0704,44,other,upper_secondary,single,lắp ráp|sản xuất|vận hành máy|salary_range,22,Hải Dương,Công nhân sản xuất,health,self-employed,3780631,Hải Dương,north,False,False,100,A
worker_0705,40,female,university,widowed,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,17,Biên Hòa,Nhân viên kho vận,,self-employed,7518209,Biên Hòa,south_east,False,False,100,A
worker_0706,52,female,primary,divorced,an ninh|bảo vệ|tuần tra|salary_range,27,Nha Trang,Bảo vệ,health|techGap,self-employed,13690254,Nha Trang,central,False,False,100,A
worker_0707,37,other,upper_secondary,married,hành chính|kế toán|văn phòng|salary_range,13,Huế,Kế toán / Hành chính,techGap|family|other,employed,5618540,Huế,central,False,False,100,A
worker_0708,53,male,college,divorced,barista|pha chế|đồ uống|salary_range,23,Nha Trang,Pha chế,techGap,self-employed,5819565,Nha Trang,central,False,False,100,A
worker_0709,42,other,primary,divorced,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,21,Bắc Ninh,Nhân viên bán hàng,techGap|health,self-employed,14989504,Bắc Ninh,north,False,False,100,A
worker_0710,40,other,university,divorced,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,15,Qui Nhơn,Nhân viên kho vận,location|health|techGap,employed,11052885,Quy Nhơn,central,False,False,100,A
worker_0711,39,female,primary,single,công trình|xây dựng|xây tô|salary_range,14,Đà Lạt,Lao động xây dựng,family|other,retired,13891902,Đà Lạt,central_highlands,False,False,100,A
worker_0712,65,female,college,married,dọn dẹp|giặt là|nấu ăn|salary_range,30,Vinhy,Giúp việc / Dịch vụ,health|family,self-employed,7024892,Vinh,north,False,False,100,A
worker_0713,53,other,primary,widowed,an ninh|bảo vệ|tuần tra|salary_range,30,Bình Dương,Bảo vệ,,employed,5975857,Bình Dương,south_east,False,False,100,A
worker_0714,39,male,primary,divorced,an ninh|bảo vệ|tuần tra|salary_range,16,Hải Phòng,Bảo vệ,family|techGap|location,retired,13646763,Hải Phòng,north,False,False,100,A
worker_0715,43,female,primary,single,an ninh|bảo vệ|tuần tra|salary_range,19,Bắc Ninh,Bảo vệ,,unemployed,0,Bắc Ninh,north,False,False,100,A
worker_0716,54,female,upper_secondary,divorced,dọn dẹp|giặt là|nấu ăn|salary_range,30,Nha Trang,Giúp việc / Dịch vụ,family|other,unemployed,0,Nha Trang,central,False,False,100,A
worker_0717,51,male,primary,divorced,an ninh|bảo vệ|tuần tra|salary_range,30,Hải Dương,Bảo vệ,other|techGap|location,retired,5454110,Hải Dương,north,False,False,100,A
worker_0718,57,male,university,widowed,lắp ráp|sản xuất|vận hành máy|salary_range,30,Hà Nội,Công nhân sản xuất,techGap|other,self-employed,8017310,Hà Nội,north,False,False,100,A
worker_0719,50,female,college,divorced,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,30,Huế,Nhân viên kho vận,techGap,retired,7083541,Huế,central,False,False,100,A
worker_0720,42,other,primary,married,chăn nuôi|nông nghiệp|trồng trọt|salary_range,19,Hà Nội,Nông dân / Nông nghiệp,health,self-employed,6864740,Hà Nội,north,False,False,100,A
worker_0721,46,male,college,married,hành chính|kế toán|văn phòng|salary_range,24,Thái Nguyên,Kế toán / Hành chính,family,unemployed,0,Thái Nguyên,north,False,False,100,A
worker_0722,57,male,primary,widowed,lắp ráp|sản xuất|vận hành máy|salary_range,29,Qui Nhơn,Công nhân sản xuất,location|health,unemployed,0,Quy Nhơn,central,False,False,100,A
worker_0723,54,other,upper_secondary,single,chăn nuôi|nông nghiệp|trồng trọt|salary_range,24,Biên Hòa,Nông dân / Nông nghiệp,techGap|family|location,retired,10542013,Biên Hòa,south_east,False,False,100,A
worker_0724,39,male,college,widowed,hành chính|kế toán|văn phòng|salary_range,17,Huế,Kế toán / Hành chính,,self-employed,5554322,Huế,central,False,False,100,A
worker_0725,51,male,primary,single,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,25,Bình Dương,Nhân viên bán hàng,,employed,7135992,Bình Dương,south_east,False,False,100,A
worker_0726,53,female,upper_secondary,widowed,an ninh|bảo vệ|tuần tra|salary_range,23,Đà Nẵng,Bảo vệ,,retired,9343473,Đà Nẵng,central,False,False,100,A
worker_0727,39,male,university,single,chăn nuôi|nông nghiệp|trồng trọt|salary_range,11,Bình Dương,Nông dân / Nông nghiệp,other|location|family,retired,3138683,Bình Dương,south_east,False,False,100,A
worker_0728,57,male,primary,married,dọn dẹp|giặt là|nấu ăn|salary_range,30,Vĩnh Phúc,Giúp việc / Dịch vụ,location|techGap,unemployed,0,Vĩnh Phúc,north,False,False,100,A
worker_0729,51,other,upper_secondary,divorced,barista|pha chế|đồ uống|salary_range,28,Nha Trang,Pha chế,techGap|health|other,employed,7456822,Nha Trang,central,False,False,100,A
worker_0730,48,female,upper_secondary,married,hành chính|kế toán|văn phòng|salary_range,27,Cần Thơ,Kế toán / Hành chính,,retired,3348753,Cần Thơ,mekong,False,False,100,A
worker_0731,39,male,college,divorced,bằng lái|lái xe|vận chuyển|salary_range,15,Nam Định,Lái xe,techGap|family,retired,10653622,Nam Định,north,False,False,100,A
